,state,area_code,international_plan,voice_mail_plan,churn
2822,KS,415.0,no,no,yes
2823,NJ,415.0,no,no,no
2824,FL,408.0,no,no,no
2825,CA,415.0,yes,no,no
2826,KS,415.0,no,no,no
2827,TX,408.0,no,yes,no
2828,MN,510.0,yes,no,no
2829,AK,510.0,no,no,no
2830,OR,510.0,no,yes,no
2831,MS,408.0,no,yes,no
2832,VT,415.0,yes,yes,no
2833,UT,415.0,no,no,no
2834,KS,510.0,no,no,no
2835,NV,408.0,no,no,no
2836,DE,510.0,yes,no,no
2837,IN,415.0,no,no,no
2838,TX,408.0,no,no,no
2839,MA,415.0,no,no,no
2840,VT,408.0,no,no,no
2841,CA,408.0,no,yes,no
2842,IA,415.0,no,yes,no
2843,NH,415.0,no,no,no
2844,GA,415.0,no,no,no
2845,WI,415.0,no,yes,no
2846,CO,408.0,no,yes,no
2847,SC,415.0,no,no,no
2848,MI,510.0,no,yes,no
2849,MD,408.0,no,no,yes
2850,IN,510.0,no,yes,no
2851,ME,510.0,no,no,no
2852,DC,415.0,no,no,no
2853,TN,415.0,no,yes,no
2854,FL,415.0,no,yes,no
2855,WA,415.0,no,no,no
2856,HI,408.0,no,yes,no
2857,NE,415.0,no,no,no
2858,TN,408.0,yes,no,no
2859,MD,415.0,yes,no,yes
2860,NM,415.0,yes,yes,yes
2861,VT,510.0,no,no,no
2862,OR,415.0,no,no,no
2863,IN,510.0,no,no,no
2864,MO,415.0,no,no,no
2865,FL,510.0,no,yes,no
2866,DC,415.0,no,yes,no
2867,VT,415.0,no,yes,no
2868,OH,415.0,no,yes,no
2869,MO,415.0,no,no,no
2870,LA,408.0,no,yes,no
2871,IL,415.0,yes,no,yes
2872,NJ,415.0,no,no,no
2873,IA,510.0,no,yes,no
2874,WA,510.0,no,yes,no
2875,NE,415.0,no,no,no
2876,CT,510.0,yes,yes,no
2877,WV,408.0,no,no,no
2878,ND,408.0,no,no,no
2879,UT,415.0,no,no,no
2880,MS,415.0,no,no,no
2881,MN,415.0,no,no,no
2882,NH,510.0,no,no,no
2883,LA,415.0,no,no,no
2884,ME,408.0,no,yes,no
2885,KS,415.0,no,yes,no
2886,KS,510.0,no,no,no
2887,NV,510.0,no,no,no
2888,MT,415.0,no,no,no
2889,MT,415.0,no,no,no
2890,ID,415.0,no,yes,no
2891,AK,415.0,no,no,no
2892,UT,415.0,no,no,no
2893,AR,510.0,no,no,no
2894,LA,510.0,no,yes,no
2895,KS,510.0,no,yes,no
2896,OR,408.0,no,no,no
2897,WI,510.0,no,no,no
2898,CO,408.0,no,no,yes
2899,KS,510.0,no,no,yes
2900,IL,510.0,no,no,no
2901,IA,408.0,no,no,no
2902,AZ,510.0,no,no,no
2903,NE,510.0,no,no,no
2904,ID,510.0,no,no,no
2905,OH,415.0,yes,yes,no
2906,TX,415.0,no,no,no
2907,TN,510.0,no,yes,yes
2908,OK,510.0,no,no,no
2909,ND,510.0,yes,no,no
2910,MT,415.0,no,yes,no
2911,NC,408.0,no,yes,no
2912,MN,415.0,no,no,no
2913,MN,415.0,no,no,no
2914,MA,415.0,no,no,no
2915,PA,415.0,yes,no,no
2916,GA,510.0,no,no,no
2917,NV,415.0,no,no,no
2918,TX,415.0,no,no,no
2919,ME,510.0,no,no,no
2920,RI,415.0,yes,no,no
2921,MN,510.0,no,yes,yes
2922,NH,415.0,no,no,no
2923,TN,415.0,no,no,no
2924,UT,415.0,no,no,no
2925,RI,510.0,yes,no,no
2926,NH,408.0,no,yes,no
2927,AK,415.0,no,yes,no
2928,NC,510.0,no,no,no
2929,AZ,415.0,no,no,no
2930,MA,408.0,no,yes,yes
2931,TN,408.0,no,no,no
2932,WY,415.0,no,yes,no
2933,IA,415.0,no,no,no
2934,IN,415.0,no,no,no
2935,NJ,415.0,no,no,no
2936,FL,510.0,no,yes,yes
2937,MT,415.0,no,no,no
2938,ND,408.0,yes,yes,no
2939,MI,408.0,no,no,no
2940,MT,415.0,no,no,yes
2941,AL,510.0,no,no,no
2942,NV,510.0,no,yes,no
2943,MI,415.0,no,no,yes
2944,FL,415.0,no,yes,no
2945,NY,408.0,no,no,yes
2946,KS,510.0,no,no,no
2947,NC,510.0,no,no,yes
2948,MN,408.0,no,no,no
2949,RI,415.0,no,no,no
2950,UT,415.0,no,no,no
2951,OR,415.0,no,no,yes
2952,SC,415.0,no,yes,no
2953,IL,415.0,no,yes,no
2954,OH,408.0,no,no,no
2955,MA,510.0,no,no,no
2956,OR,408.0,no,no,no
2957,CA,408.0,no,no,no
2958,WV,415.0,no,yes,no
2959,VT,415.0,no,no,no
2960,ID,415.0,no,no,no
2961,OR,408.0,no,no,no
2962,GA,408.0,no,no,no
2963,ME,415.0,no,no,no
2964,HI,415.0,no,yes,no
2965,AZ,510.0,no,yes,no
2966,UT,415.0,no,no,yes
2967,IA,510.0,no,no,no
2968,CT,415.0,no,no,no
2969,WA,408.0,no,no,yes
2970,VA,415.0,no,no,no
2971,CO,510.0,no,no,no
2972,LA,415.0,no,no,no
2973,TX,415.0,no,no,yes
2974,SD,510.0,no,no,no
2975,VA,415.0,no,no,no
2976,NY,415.0,yes,no,no
2977,WA,510.0,no,no,yes
2978,WI,415.0,no,no,no
2979,TN,415.0,no,no,no
2980,CT,415.0,no,no,no
2981,WA,510.0,no,no,no
2982,NH,415.0,no,no,no
2983,MT,510.0,no,no,no
2984,NE,415.0,no,yes,no
2985,WA,408.0,no,no,no
2986,WI,415.0,no,no,no
2987,AR,415.0,no,yes,no
2988,WI,408.0,no,no,no
2989,DE,415.0,yes,no,yes
2990,NH,510.0,no,no,no
2991,VA,415.0,no,no,no
2992,TN,510.0,no,yes,yes
2993,VA,408.0,no,no,no
2994,ID,415.0,no,no,yes
2995,TN,510.0,no,no,no
2996,AZ,415.0,no,no,no
2997,MT,408.0,no,yes,no
2998,OK,408.0,no,no,no
2999,ID,415.0,no,yes,no
3000,NV,408.0,no,yes,no
3001,KS,408.0,no,no,yes
3002,WY,415.0,no,no,no
3003,MS,415.0,no,no,no
3004,WY,510.0,yes,no,yes
3005,TX,415.0,no,no,no
3006,WA,415.0,yes,no,yes
3007,HI,408.0,no,no,no
3008,IL,415.0,no,yes,no
3009,AK,415.0,no,yes,no
3010,MD,510.0,no,no,no
3011,MA,415.0,no,no,yes
3012,SD,415.0,no,no,yes
3013,PA,408.0,yes,no,yes
3014,NC,408.0,no,no,no
3015,VT,408.0,no,no,no
3016,KY,510.0,no,yes,no
3017,WA,408.0,no,no,yes
3018,LA,415.0,no,no,no
3019,WA,415.0,no,yes,no
3020,ME,408.0,no,no,no
3021,WI,408.0,no,no,no
3022,TX,408.0,no,yes,no
3023,IA,415.0,no,no,no
3024,AZ,408.0,no,no,no
3025,ND,510.0,no,no,no
3026,VT,415.0,no,no,yes
3027,HI,415.0,no,no,no
3028,WY,415.0,no,no,no
3029,WV,510.0,no,no,no
3030,OK,415.0,no,yes,no
3031,CT,415.0,no,no,yes
3032,UT,408.0,no,no,no
3033,NY,415.0,no,no,no
3034,VA,415.0,yes,no,no
3035,VT,408.0,no,no,no
3036,SD,415.0,no,no,no
3037,PA,510.0,no,no,no
3038,ND,415.0,no,no,no
3039,CT,408.0,no,no,no
3040,SC,415.0,no,no,yes
3041,MI,408.0,no,yes,no
3042,VT,415.0,no,yes,no
3043,OH,415.0,no,no,yes
3044,VT,415.0,no,yes,no
3045,IL,415.0,yes,yes,no
3046,MO,415.0,no,no,no
3047,WI,415.0,no,no,no
3048,NJ,510.0,no,no,no
3049,GA,415.0,no,yes,no
3050,VT,415.0,no,yes,no
3051,CT,408.0,no,no,no
3052,AZ,510.0,no,no,no
3053,SD,415.0,no,yes,no
3054,CT,415.0,no,no,no
3055,IN,415.0,yes,no,no
3056,OH,510.0,no,no,no
3057,NY,510.0,no,no,no
3058,NE,510.0,no,yes,no
3059,OK,415.0,no,no,yes
3060,NC,415.0,no,no,no
3061,HI,510.0,no,no,no
3062,UT,415.0,no,no,no
3063,MD,415.0,yes,yes,no
3064,VT,510.0,no,no,no
3065,TX,408.0,no,yes,no
3066,AZ,408.0,no,no,no
3067,VA,415.0,no,no,no
3068,WI,408.0,no,no,no
3069,NE,415.0,no,no,no
3070,KY,510.0,no,no,no
3071,NV,510.0,no,yes,no
3072,MT,510.0,no,no,yes
3073,MO,415.0,no,no,no
3074,MS,415.0,no,yes,yes
3075,NM,408.0,no,no,no
3076,NJ,415.0,no,yes,no
3077,NH,408.0,no,no,no
3078,NC,510.0,no,no,no
3079,MT,415.0,no,yes,no
3080,SD,408.0,no,yes,no
3081,VA,415.0,no,no,no
3082,LA,510.0,no,no,no
3083,NV,510.0,no,no,no
3084,AK,408.0,no,no,no
3085,OH,415.0,yes,yes,no
3086,NM,415.0,no,no,no
3087,MI,415.0,yes,no,yes
3088,MN,415.0,no,yes,no
3089,WY,510.0,no,yes,no
3090,WY,415.0,yes,yes,no
3091,WA,408.0,no,no,no
3092,NM,510.0,no,no,no
3093,VA,415.0,no,yes,no
3094,RI,415.0,no,no,no
3095,AL,415.0,yes,no,no
3096,WV,510.0,no,yes,no
3097,WV,415.0,no,yes,no
3098,NJ,510.0,no,no,no
3099,TN,415.0,no,no,no
3100,MI,510.0,no,no,no
3101,UT,408.0,no,yes,no
3102,IL,415.0,yes,yes,yes
3103,MI,510.0,no,yes,no
3104,WI,415.0,yes,yes,no
3105,ND,510.0,no,no,no
3106,VT,415.0,no,no,no
3107,WA,408.0,no,no,no
3108,NC,408.0,no,yes,no
3109,ME,510.0,no,no,yes
3110,SD,415.0,yes,no,no
3111,WV,415.0,no,no,no
3112,ID,510.0,no,yes,no
3113,LA,415.0,no,yes,no
3114,GA,415.0,no,no,no
3115,FL,415.0,no,no,no
3116,CO,415.0,no,no,no
3117,NV,408.0,no,no,no
3118,IN,415.0,no,yes,no
3119,VA,510.0,no,no,no
3120,UT,415.0,no,yes,no
3121,UT,408.0,no,yes,yes
3122,MO,408.0,no,no,no
3123,CT,510.0,no,yes,no
3124,HI,415.0,no,no,no
3125,MD,408.0,no,no,no
3126,VA,415.0,no,no,no
3127,MT,415.0,no,no,no
3128,SC,408.0,no,no,no
3129,CO,408.0,no,no,no
3130,ID,415.0,no,no,no
3131,AL,415.0,no,no,no
3132,CO,510.0,no,no,no
3133,UT,415.0,no,no,no
3134,DE,415.0,yes,yes,yes
3135,OH,510.0,no,yes,no
3136,RI,415.0,no,yes,no
3137,FL,415.0,no,yes,no
3138,OH,415.0,no,no,no
3139,MD,415.0,yes,no,yes
3140,IL,415.0,yes,no,no
3141,PA,408.0,no,no,no
3142,AZ,415.0,no,no,no
3143,NH,510.0,no,yes,no
3144,RI,415.0,no,no,no
3145,HI,415.0,no,no,no
3146,NJ,415.0,no,yes,no
3147,WI,408.0,no,no,no
3148,MD,415.0,no,yes,no
3149,OR,408.0,no,no,no
3150,NV,510.0,yes,no,no
3151,AR,415.0,yes,no,yes
3152,MT,415.0,no,no,no
3153,CT,510.0,no,no,no
3154,UT,415.0,no,yes,no
3155,GA,408.0,no,no,no
3156,NV,415.0,no,no,no
3157,TN,415.0,no,no,no
3158,DE,408.0,no,no,no
3159,NY,408.0,no,no,no
3160,MT,415.0,no,yes,yes
3161,IA,415.0,no,no,no
3162,VT,510.0,no,yes,no
3163,LA,415.0,no,yes,no
3164,MT,510.0,no,no,no
3165,NH,408.0,no,no,no
3166,WV,415.0,no,no,no
3167,ID,408.0,no,no,no
3168,AZ,510.0,no,no,no
3169,SC,510.0,no,yes,no
3170,WV,415.0,yes,yes,no
3171,OH,510.0,no,no,no
3172,MD,408.0,no,no,no
3173,MD,415.0,no,no,no
3174,MN,408.0,no,no,no
3175,NE,408.0,no,no,no
3176,MN,510.0,no,yes,no
3177,NY,408.0,no,no,no
3178,HI,415.0,no,no,no
3179,MO,408.0,no,yes,no
3180,NV,415.0,no,no,no
3181,MA,415.0,no,no,no
3182,NH,408.0,no,no,no
3183,UT,415.0,no,no,yes
3184,FL,415.0,no,no,no
3185,WA,415.0,no,no,no
3186,CT,408.0,no,no,no
3187,KY,415.0,no,yes,no
3188,NM,415.0,no,no,no
3189,ND,510.0,no,no,no
3190,NV,415.0,no,no,no
3191,CA,510.0,no,yes,no
3192,ID,415.0,no,no,no
3193,OK,415.0,no,yes,no
3194,IA,510.0,no,no,no
3195,OH,415.0,no,no,yes
3196,NJ,510.0,no,no,no
3197,IA,510.0,no,no,yes
3198,DE,510.0,yes,no,yes
3199,CA,415.0,no,yes,yes
3200,WY,510.0,yes,no,yes
3201,OR,510.0,no,no,yes
3202,ME,415.0,no,no,no
3203,AR,415.0,no,no,no
3204,ME,408.0,yes,yes,yes
3205,WV,415.0,no,no,yes
3206,PA,408.0,yes,no,no
3207,HI,408.0,no,no,no
3208,MT,415.0,no,yes,no
3209,DC,510.0,yes,no,no
3210,AR,510.0,no,no,no
3211,MS,408.0,no,no,no
3212,OH,510.0,no,yes,no
3213,MO,415.0,no,no,no
3214,TX,415.0,no,no,no
3215,MD,415.0,no,no,no
3216,CT,408.0,no,no,no
3217,SC,408.0,no,no,no
3218,MI,415.0,no,no,yes
3219,SD,408.0,no,no,no
3220,CO,415.0,no,no,no
3221,ID,415.0,no,no,no
3222,AZ,510.0,no,yes,no
3223,FL,408.0,no,no,no
3224,MN,415.0,no,yes,no
3225,DE,415.0,no,yes,no
3226,MI,415.0,no,no,no
3227,MS,408.0,no,no,no
3228,MA,408.0,no,no,no
3229,CA,415.0,no,no,no
3230,MN,415.0,no,yes,no
3231,VT,510.0,no,no,no
3232,CT,415.0,no,no,no
3233,WV,415.0,no,yes,no
3234,WV,415.0,no,no,no
3235,NE,415.0,no,yes,no
3236,NC,415.0,no,yes,no
3237,NE,415.0,no,no,no
3238,IL,408.0,no,no,no
3239,MA,510.0,no,no,no
3240,AZ,415.0,no,yes,no
3241,SD,415.0,yes,yes,no
3242,MT,510.0,no,yes,no
3243,VT,408.0,no,no,no
3244,UT,408.0,no,no,no
3245,HI,415.0,no,no,no
3246,DC,415.0,no,yes,no
3247,WI,415.0,no,yes,no
3248,UT,415.0,no,yes,no
3249,WA,510.0,no,no,no
3250,SD,415.0,no,yes,no
3251,MT,510.0,no,no,no
3252,NJ,415.0,no,no,yes
3253,CT,415.0,no,no,no
3254,VA,415.0,no,no,no
3255,NC,415.0,yes,no,no
3256,AK,415.0,no,no,no
3257,MD,415.0,no,yes,no
3258,IL,415.0,no,yes,no
3259,CT,408.0,no,no,no
3260,KS,415.0,yes,no,yes
3262,NJ,415.0,no,no,no
3263,AR,510.0,no,yes,no
3264,MS,408.0,no,no,no
3265,ND,415.0,no,yes,no
3266,IN,510.0,no,no,no
3267,MI,415.0,no,yes,no
3268,AR,510.0,yes,no,yes
3269,VT,415.0,yes,yes,no
3270,WV,510.0,no,yes,no
3271,ME,408.0,no,no,no
3272,IA,415.0,no,no,no
3273,CT,415.0,no,no,no
3274,NM,415.0,no,yes,no
3275,OR,408.0,no,yes,no
3276,VT,415.0,no,no,no
3277,RI,408.0,yes,no,no
3278,RI,415.0,no,yes,no
3279,NM,415.0,no,no,no
3280,AL,415.0,no,no,no
3281,MT,415.0,no,no,yes
3282,CT,408.0,no,no,no
3283,TN,415.0,no,no,no
3284,ID,415.0,yes,no,no
3285,TX,415.0,no,yes,no
3286,NH,415.0,no,no,yes
3287,ND,408.0,no,yes,no
3288,SC,510.0,no,yes,no
3289,KS,415.0,no,no,no
3290,ME,408.0,no,no,no
3291,RI,415.0,no,no,no
3292,WI,510.0,no,yes,no
3293,NC,510.0,no,no,no
3294,OH,408.0,no,no,no
3295,WY,510.0,no,no,no
3296,NJ,510.0,no,no,no
3297,ND,510.0,no,no,no
3298,WI,510.0,no,no,no
3299,KY,415.0,no,no,no
3300,NY,415.0,no,no,no
3301,MO,415.0,no,no,no
3302,AZ,510.0,no,no,yes
3303,MN,510.0,no,yes,no
3304,CO,415.0,no,no,no
3305,MD,408.0,no,no,yes
3306,AR,510.0,no,no,no
3307,TN,415.0,no,no,no
3308,DE,415.0,yes,no,no
3309,TN,408.0,no,no,no
3310,WI,408.0,no,no,no
3311,WV,510.0,no,no,no
3312,CT,415.0,no,yes,no
3313,MN,510.0,no,no,yes
3314,MO,408.0,no,no,no
3315,VA,510.0,no,no,no
3316,NH,408.0,no,no,no
3317,OK,408.0,no,yes,no
3318,CT,415.0,yes,no,yes
3319,TN,415.0,no,yes,no
3320,MD,510.0,yes,no,yes
3321,WI,510.0,no,yes,no
3322,SD,510.0,no,no,no
3323,ND,415.0,no,yes,no
3324,VA,408.0,no,no,no
3325,UT,510.0,no,no,no
3326,MA,408.0,no,yes,no
3327,SD,415.0,no,no,no
3328,AL,408.0,no,yes,no
3329,AL,415.0,yes,no,yes
3330,WV,408.0,no,no,no
3331,SC,415.0,no,yes,no
3332,FL,415.0,no,yes,no
3333,KY,415.0,no,no,no
3334,UT,415.0,no,no,no
3335,NY,408.0,no,no,no
3336,MS,408.0,no,yes,no
3337,NH,415.0,no,yes,no
3338,VA,415.0,no,no,no
3339,VT,510.0,no,no,no
3340,WY,415.0,no,no,no
3341,NV,510.0,yes,no,yes
3342,WV,415.0,no,no,no
3343,WA,408.0,no,no,no
3344,KS,415.0,no,no,no
3345,VT,408.0,no,no,no
3346,OK,510.0,no,no,yes
3347,GA,510.0,no,no,no
3348,CO,510.0,no,no,no
3349,AK,408.0,no,yes,no
3350,TN,415.0,no,yes,no
3351,KY,510.0,no,no,no
3352,PA,415.0,no,no,no
3353,CT,408.0,no,yes,no
3354,CT,415.0,no,no,no
3355,MN,415.0,no,no,no
3356,WY,408.0,no,yes,no
3357,PA,415.0,no,yes,no
3358,OR,415.0,no,no,yes
3359,PA,415.0,no,no,yes
3360,OK,415.0,no,yes,no
3361,VT,415.0,no,no,yes
3362,ID,415.0,no,no,no
3363,PA,510.0,no,no,no
3364,NM,408.0,no,no,no
3365,FL,510.0,no,no,no
3366,TX,408.0,no,no,no
3367,VT,510.0,no,yes,no
3368,MA,415.0,no,no,yes
3369,OR,415.0,no,no,yes
3370,DE,415.0,no,yes,no
3371,FL,510.0,no,no,yes
3372,ID,408.0,no,yes,no
3373,MD,415.0,no,no,no
3374,WV,408.0,no,no,yes
3375,ID,415.0,no,yes,no
3376,NV,408.0,no,no,no
3377,OH,415.0,no,no,no
3378,ID,415.0,yes,yes,no
3379,SC,408.0,no,no,no
3380,MO,510.0,no,no,yes
3381,NE,415.0,no,no,no
3382,NC,510.0,no,yes,no
3383,ME,510.0,no,yes,no
3384,MI,510.0,no,no,no
3385,AZ,415.0,yes,no,yes
3386,AZ,415.0,no,no,no
3387,HI,408.0,no,no,no
3388,NJ,415.0,no,no,no
3389,MS,510.0,no,no,no
3390,MA,510.0,no,no,no
3391,SC,510.0,no,no,no
3392,MN,408.0,no,no,no
3393,WV,510.0,no,no,no
3394,MS,415.0,no,no,no
3395,VA,415.0,no,yes,no
3396,MS,415.0,no,yes,no
3397,NM,408.0,no,no,no
3398,TX,415.0,no,no,yes
3399,HI,415.0,no,yes,no
3400,WA,510.0,no,no,no
3401,WI,415.0,no,no,no
3402,CO,408.0,no,no,no
3403,NV,415.0,no,no,yes
3404,RI,415.0,no,no,no
3405,VA,408.0,no,yes,no
3406,NJ,415.0,no,no,yes
3407,ND,415.0,no,yes,no
3408,MN,415.0,no,no,no
3409,HI,415.0,no,no,no
3410,ND,415.0,no,no,no
3411,WI,408.0,no,yes,no
3412,MN,510.0,no,no,no
3413,DC,408.0,no,no,yes
3414,KS,510.0,no,no,no
3415,MT,510.0,no,yes,no
3416,WV,415.0,no,no,no
3417,ME,510.0,no,no,yes
3418,WY,415.0,no,no,no
3419,NY,415.0,yes,no,yes
3420,VT,415.0,no,no,no
3421,NC,415.0,yes,no,yes
3422,MO,408.0,yes,yes,no
3423,NC,408.0,yes,yes,no
3424,NJ,408.0,yes,no,no
3425,OH,408.0,no,no,no
3426,TX,415.0,no,yes,no
3427,WA,415.0,no,no,no
3428,TN,415.0,no,yes,no
3429,HI,510.0,no,no,no
3430,WY,408.0,no,yes,no
3431,CT,415.0,no,no,yes
3432,NM,415.0,no,no,yes
3433,NJ,415.0,no,no,no
3434,AL,510.0,no,yes,no
3435,MN,510.0,yes,no,yes
3436,NC,408.0,no,no,no
3437,OH,415.0,no,no,no
3438,ND,415.0,no,yes,no
3439,CO,510.0,no,no,no
3440,ND,415.0,yes,yes,no
3441,NY,415.0,no,no,no
3442,WI,408.0,no,yes,no
3443,WY,415.0,no,no,no
3444,OR,415.0,no,no,yes
3445,CO,510.0,no,yes,no
3446,LA,510.0,no,no,no
3447,AL,510.0,no,no,no
3448,TX,415.0,no,yes,no
3449,PA,510.0,no,no,no
3450,IL,415.0,no,yes,no
3451,DE,415.0,yes,no,yes
3452,MO,510.0,no,yes,no
3453,AR,510.0,no,no,no
3454,OH,408.0,no,yes,no
3455,WI,510.0,no,yes,no
3456,GA,510.0,no,no,no
3457,KY,408.0,no,no,no
3458,OH,510.0,no,no,no
3459,TN,408.0,no,no,no
3460,SD,415.0,no,no,no
3461,NY,415.0,no,no,yes
3462,GA,415.0,no,yes,no
3463,TX,415.0,no,no,no
3464,WV,415.0,no,yes,no
3465,MI,415.0,no,no,no
3466,ND,510.0,no,no,no
3467,NE,510.0,no,no,no
3468,SD,415.0,no,no,no
3469,NJ,415.0,no,yes,no
3470,AK,510.0,no,no,no
3471,CT,415.0,yes,no,yes
3472,CO,415.0,no,no,no
3473,MD,415.0,no,no,no
3474,ND,408.0,no,no,no
3475,NH,415.0,no,no,no
3476,MN,408.0,no,no,no
3477,KY,415.0,no,no,no
3478,NH,510.0,no,no,no
3479,CO,408.0,yes,no,no
3480,KY,408.0,no,no,no
3481,KY,415.0,no,no,no
3482,IN,415.0,no,yes,no
3483,OR,415.0,no,no,no
3484,SD,408.0,no,no,no
3485,DE,408.0,no,no,no
3486,OR,415.0,no,yes,no
3487,NE,510.0,no,no,no
3488,OH,408.0,no,yes,no
3489,OH,408.0,no,no,no
3490,AR,415.0,no,yes,no
3491,KS,510.0,no,yes,no
3492,TX,415.0,no,no,no
3493,WI,408.0,no,no,no
3494,OR,415.0,no,no,no
3495,VA,408.0,no,no,no
3496,AR,415.0,no,yes,no
3497,CT,408.0,no,no,no
3498,OH,415.0,no,yes,no
3499,WY,510.0,no,no,no
3500,IL,408.0,no,no,no
3501,MO,415.0,no,yes,no
3502,DC,415.0,no,yes,no
3503,MA,415.0,no,yes,no
3504,NH,510.0,yes,no,yes
3505,IA,408.0,no,yes,no
3506,AL,415.0,no,no,no
3507,OR,510.0,no,yes,no
3508,WV,510.0,no,yes,no
3509,WA,408.0,no,no,yes
3510,NV,408.0,no,no,no
3511,SC,510.0,no,yes,yes
3512,NC,415.0,yes,no,yes
3513,NH,510.0,no,yes,no
3514,WY,408.0,no,yes,no
3515,FL,510.0,yes,no,no
3516,PA,408.0,no,no,yes
3517,NC,408.0,no,yes,yes
3518,MO,510.0,no,no,yes
3519,KS,510.0,no,yes,no
3520,KY,415.0,no,no,no
3521,DE,415.0,no,no,no
3522,WI,510.0,no,no,no
3523,CO,408.0,no,no,no
3524,NM,415.0,no,no,yes
3525,DE,510.0,no,no,no
3526,IL,510.0,no,no,no
3527,WA,408.0,no,no,no
3528,MA,408.0,yes,yes,yes
3529,OH,408.0,yes,no,yes
3530,TN,408.0,yes,no,no
3531,MA,510.0,no,no,no
3532,MI,408.0,no,no,yes
3533,TX,510.0,no,no,yes
3534,NH,408.0,yes,yes,no
3535,MD,408.0,no,no,no
3536,MS,408.0,no,no,yes
3537,AZ,415.0,no,no,no
3538,IN,408.0,no,no,no
3539,NY,510.0,yes,no,no
3540,WI,510.0,no,yes,no
3541,WV,510.0,no,no,no
3542,NY,415.0,no,no,no
3543,OK,415.0,no,no,no
3544,NC,408.0,yes,no,no
3545,KY,415.0,no,no,yes
3546,TX,510.0,no,no,no
3547,CT,415.0,no,no,yes
3548,NE,415.0,no,no,yes
3549,HI,408.0,yes,yes,no
3550,SC,510.0,no,yes,no
3551,AK,510.0,yes,yes,no
3552,SD,408.0,no,no,no
3553,ID,510.0,no,no,no
3554,OK,510.0,yes,yes,yes
3555,WA,408.0,no,no,no
3556,SD,415.0,no,no,yes
3557,OH,415.0,no,no,no
3558,VA,415.0,no,no,no
3559,WI,415.0,yes,no,yes
3560,IN,510.0,no,no,yes
3561,NM,408.0,no,no,no
3562,HI,408.0,no,yes,no
3563,KY,415.0,no,no,no
3564,OH,415.0,no,yes,no
3565,VT,415.0,no,no,yes
3566,AZ,415.0,no,yes,no
3567,VT,510.0,no,no,no
3568,MO,408.0,no,no,no
3569,AL,415.0,no,no,no
3570,NJ,510.0,yes,yes,yes
3571,WA,408.0,no,yes,yes
3572,NY,415.0,no,no,no
3573,DC,415.0,no,yes,no
3574,NE,408.0,no,yes,no
3575,MA,408.0,no,yes,no
3576,VT,415.0,no,yes,no
3577,NM,415.0,no,no,no
3578,CO,408.0,no,no,no
3579,NH,408.0,no,no,yes
3580,IL,510.0,no,no,no
3581,UT,408.0,no,yes,no
3582,WV,415.0,no,no,no
3583,NJ,415.0,no,no,no
3584,NM,510.0,no,no,no
3585,ND,408.0,no,no,no
3586,WA,408.0,no,no,yes
3587,NM,415.0,no,no,no
3588,DE,415.0,no,no,no
3589,GA,415.0,no,no,no
3590,HI,408.0,no,no,no
3591,CT,415.0,no,no,no
3592,NJ,415.0,no,no,no
3593,ME,408.0,no,no,no
3594,OK,510.0,no,no,no
3595,TN,510.0,no,no,no
3596,WY,415.0,no,no,no
3597,NY,415.0,no,no,no
3598,DE,510.0,yes,no,no
3599,RI,415.0,no,no,no
3600,PA,408.0,no,no,yes
3601,HI,415.0,no,no,yes
3602,MD,415.0,yes,yes,yes
3603,VA,415.0,no,no,no
3604,IN,415.0,no,yes,no
3605,OR,408.0,no,yes,no
3606,AZ,510.0,no,no,yes
3607,WI,415.0,no,no,no
3608,VA,408.0,no,no,no
3609,MO,415.0,no,no,no
3610,NV,510.0,no,no,no
3611,HI,415.0,no,yes,no
3612,WA,415.0,no,no,no
3613,IL,408.0,no,no,no
3614,IL,510.0,no,no,no
3615,LA,415.0,no,no,no
3616,WI,415.0,no,no,no
3617,TX,415.0,no,no,yes
3618,MI,415.0,yes,yes,no
3619,NC,415.0,no,no,no
3620,WA,408.0,no,no,no
3621,ND,510.0,no,no,yes
3622,NE,415.0,no,no,no
3623,MS,510.0,no,yes,no
3624,KY,408.0,no,no,no
3625,RI,510.0,no,no,no
3626,NY,510.0,no,yes,no
3627,TX,510.0,no,no,no
3628,DE,408.0,no,no,no
3629,NM,415.0,no,no,no
3630,RI,415.0,no,no,no
3631,MS,510.0,no,no,no
3632,NY,510.0,no,no,yes
3633,NE,415.0,no,no,no
3634,WI,415.0,no,no,no
3635,KY,408.0,no,no,no
3636,SD,510.0,no,yes,no
3637,VA,510.0,no,no,no
3638,KS,415.0,no,yes,no
3639,ND,415.0,no,no,no
3640,CO,510.0,no,yes,no
3641,KY,408.0,no,yes,yes
3642,WA,408.0,no,no,no
3643,NV,415.0,no,yes,no
3644,SC,415.0,yes,no,yes
3645,RI,510.0,yes,no,yes
3646,ID,510.0,no,no,no
3647,KY,408.0,no,no,no
3648,ME,510.0,no,no,no
3649,SD,415.0,no,no,no
3650,SC,510.0,no,yes,no
3651,TN,415.0,no,no,yes
3652,MT,408.0,no,yes,no
3653,WI,415.0,no,no,no
3654,AK,408.0,no,no,no
3655,AZ,408.0,no,no,no
3656,MT,415.0,no,yes,no
3657,DE,415.0,no,no,no
3658,VA,510.0,no,no,no
3659,MA,510.0,no,no,no
3660,IN,510.0,no,no,no
3661,MD,510.0,no,no,no
3662,NV,510.0,no,yes,no
3663,CO,415.0,no,no,no
3664,KS,415.0,no,no,no
