state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,churn,customer_id
AL,106,415.0,no,no,0.0,223.0,121.0,37.91,110.1,98.0,9.36,188.7,107.0,8.49,7.1,12.0,1.92,0.0,no,9431214.0
WA,81,415.0,no,no,0.0,183.6,116.0,31.21,152.6,,12.97,212.2,99.0,9.55,12.2,6.0,3.29,3.0,no,65429474.0
TN,127,408.0,no,yes,22.0,166.0,114.0,28.22,174.5,103.0,14.83,244.9,68.0,11.02,10.2,6.0,2.75,1.0,no,29044153.0
MS,65,415.0,no,no,,136.1,112.0,23.14,272.9,,23.2,220.2,104.0,9.91,4.4,2.0,1.19,1.0,no,33892845.0
ME,35,408.0,no,no,0.0,,113.0,25.38,242.2,122.0,20.59,174.3,104.0,7.84,,6.0,2.4,2.0,no,54975263.0
OK,88,408.0,no,no,0.0,65.4,97.0,11.12,168.2,76.0,14.3,236.0,113.0,10.62,13.8,1.0,3.73,2.0,no,1799709.0
IN,65,415.0,no,no,0.0,213.4,111.0,36.28,234.5,94.0,19.93,250.1,123.0,11.25,2.7,4.0,0.73,1.0,no,25679077.0
MO,123,415.0,no,no,0.0,206.9,85.0,35.17,244.7,78.0,20.8,221.5,136.0,9.97,,2.0,2.08,3.0,no,22582563.0
IA,126,408.0,no,yes,27.0,186.2,78.0,,189.6,83.0,16.12,76.5,139.0,3.44,9.6,3.0,2.59,2.0,no,32948531.0
VA,104,415.0,no,yes,23.0,280.2,136.0,47.63,220.5,,18.74,136.9,102.0,6.16,13.3,,3.59,,no,24979353.0
KY,45,415.0,no,yes,22.0,196.6,84.0,33.42,,92.0,26.62,163.3,108.0,,11.9,,3.21,0.0,no,27435791.0
MD,93,408.0,yes,no,0.0,312.0,109.0,53.04,129.4,100.0,,217.6,74.0,9.79,10.5,2.0,2.84,0.0,yes,53261384.0
OH,63,415.0,yes,yes,,199.0,110.0,33.83,291.3,111.0,24.76,197.6,92.0,8.89,11.0,6.0,2.97,1.0,no,11221553.0
OK,100,415.0,no,no,,203.1,96.0,34.53,217.0,126.0,,180.9,122.0,8.14,13.5,2.0,3.65,3.0,no,28584985.0
NV,53,415.0,no,no,0.0,168.8,97.0,28.7,220.3,,18.73,154.3,113.0,6.94,,,2.94,0.0,no,35744127.0
ID,92,415.0,yes,no,0.0,173.1,140.0,29.43,240.3,105.0,20.43,233.2,117.0,10.49,9.0,5.0,2.43,1.0,no,10062065.0
MN,139,510.0,no,no,0.0,134.4,106.0,22.85,211.3,98.0,,193.6,125.0,8.71,10.2,2.0,2.75,5.0,yes,12010450.0
SD,110,408.0,no,yes,40.0,202.6,103.0,34.44,118.8,128.0,10.1,234.9,98.0,10.57,9.0,9.0,2.43,2.0,no,56627953.0
IL,110,408.0,no,no,0.0,74.5,117.0,12.67,200.8,98.0,17.07,192.2,101.0,8.65,9.8,7.0,2.65,3.0,no,54579503.0
WY,215,510.0,no,no,0.0,83.6,148.0,,120.9,91.0,10.28,226.6,110.0,10.2,10.7,9.0,2.89,0.0,no,55469225.0
AL,73,415.0,no,no,0.0,192.2,86.0,32.67,168.6,116.0,14.33,139.8,87.0,6.29,,6.0,2.54,1.0,no,17413881.0
NJ,138,510.0,no,no,0.0,220.2,89.0,37.43,88.3,125.0,7.51,195.3,79.0,8.79,12.9,5.0,3.48,0.0,no,24512741.0
NV,137,415.0,yes,no,,135.1,95.0,22.97,134.1,102.0,11.4,223.1,81.0,10.04,,2.0,3.32,2.0,yes,25192964.0
IN,36,415.0,no,no,0.0,,77.0,43.08,182.4,151.0,15.5,275.8,103.0,12.41,8.4,2.0,2.27,1.0,no,53245049.0
WV,85,408.0,no,no,0.0,225.0,,38.25,176.9,63.0,15.04,194.3,110.0,,7.1,2.0,1.92,3.0,no,23583586.0
VA,108,408.0,no,no,0.0,198.5,99.0,33.75,267.8,60.0,22.76,354.9,75.0,15.97,9.4,3.0,2.54,0.0,yes,9013608.0
SC,22,408.0,no,no,0.0,110.3,107.0,18.75,166.5,93.0,14.15,202.3,96.0,9.1,9.5,5.0,2.57,0.0,no,27262146.0
RI,107,415.0,no,yes,37.0,,102.0,10.2,102.2,80.0,8.69,261.8,106.0,11.78,,3.0,3.0,0.0,no,54271028.0
IN,51,510.0,no,no,0.0,214.8,94.0,36.52,149.7,58.0,12.72,283.4,66.0,12.75,10.2,5.0,2.75,0.0,no,37270915.0
AZ,94,408.0,no,no,0.0,181.8,85.0,30.91,202.4,98.0,17.2,245.9,97.0,11.07,9.2,2.0,2.48,4.0,no,306886417.0
NM,119,510.0,no,yes,23.0,154.0,114.0,26.18,278.0,137.0,23.63,228.4,112.0,10.28,,4.0,3.19,2.0,no,24539884.0
OR,33,415.0,no,yes,29.0,157.4,99.0,26.76,117.9,,10.02,,79.0,12.56,13.9,11.0,3.75,4.0,yes,56460819.0
NJ,106,415.0,no,no,,207.9,91.0,35.34,172.0,109.0,14.62,191.8,143.0,8.63,14.4,7.0,3.89,4.0,no,12278354.0
MS,82,408.0,no,no,0.0,207.0,,35.19,232.9,,19.8,172.4,108.0,7.76,9.1,8.0,2.46,3.0,no,35744119.0
MI,86,510.0,no,yes,41.0,119.0,101.0,20.23,230.0,134.0,19.55,236.9,58.0,10.66,9.5,3.0,2.57,0.0,no,304377120.0
TX,97,415.0,yes,no,0.0,143.7,117.0,,273.0,82.0,23.21,178.3,81.0,8.02,10.9,3.0,2.94,0.0,no,25360785.0
FL,106,408.0,no,yes,32.0,165.9,,28.2,,93.0,,173.1,86.0,7.79,,8.0,3.81,4.0,no,29571775.0
DC,108,510.0,no,no,0.0,138.6,,23.56,172.3,117.0,14.65,231.6,92.0,10.42,9.8,3.0,2.65,1.0,no,64848492.0
TX,114,415.0,no,no,0.0,84.7,118.0,14.4,249.9,86.0,,193.4,95.0,8.7,14.5,8.0,3.92,1.0,no,304125537.0
KS,92,408.0,yes,no,0.0,62.6,,,180.6,126.0,15.35,221.7,80.0,9.98,10.4,2.0,2.81,1.0,yes,24220022.0
UT,59,510.0,no,no,0.0,155.2,,26.38,235.3,123.0,20.0,169.4,80.0,,8.7,4.0,2.35,1.0,no,25353376.0
MN,24,510.0,no,yes,25.0,164.9,,28.03,209.3,105.0,17.79,231.2,55.0,10.4,6.7,9.0,1.81,1.0,no,306320672.0
IL,151,408.0,no,no,0.0,134.5,88.0,22.87,143.1,112.0,12.16,223.9,61.0,10.08,15.4,1.0,4.16,1.0,no,303610752.0
NM,117,415.0,no,no,0.0,143.3,103.0,24.36,211.3,108.0,,185.2,96.0,8.33,11.5,3.0,3.11,1.0,no,12368510.0
SC,78,510.0,no,no,0.0,168.3,110.0,28.61,,,18.8,241.0,136.0,10.85,12.5,1.0,3.38,1.0,no,15104037.0
NC,155,408.0,no,no,0.0,262.4,55.0,,194.6,,16.54,146.5,85.0,6.59,8.3,6.0,2.24,2.0,no,23886450.0
WV,114,510.0,no,yes,30.0,206.2,79.0,35.05,260.0,91.0,,291.6,,13.12,11.4,6.0,3.08,1.0,no,24895864.0
RI,114,510.0,no,yes,28.0,225.8,94.0,38.39,193.0,117.0,16.41,232.4,100.0,10.46,8.4,9.0,2.27,4.0,no,51344968.0
NH,119,408.0,no,no,0.0,,89.0,23.51,170.5,78.0,,263.9,98.0,11.88,13.5,6.0,3.65,3.0,no,59793034.0
MO,64,510.0,no,yes,48.0,94.4,104.0,16.05,136.2,,,147.4,89.0,6.63,4.5,4.0,1.22,0.0,no,33860834.0
MA,118,408.0,yes,no,0.0,160.0,123.0,27.2,175.4,96.0,14.91,184.8,99.0,,9.9,3.0,2.67,2.0,no,29448081.0
PA,101,415.0,no,no,0.0,206.6,105.0,35.12,224.9,117.0,19.12,249.9,100.0,11.25,14.6,,3.94,0.0,no,54539366.0
OK,117,415.0,no,no,0.0,134.7,,22.9,180.0,83.0,,200.9,104.0,9.04,,3.0,2.08,1.0,no,57758849.0
AL,49,415.0,no,yes,,214.4,78.0,36.45,235.2,100.0,19.99,206.2,107.0,9.28,8.0,13.0,2.16,3.0,no,6385660.0
WY,139,415.0,no,no,0.0,192.8,104.0,32.78,234.4,96.0,19.92,203.2,101.0,9.14,13.0,3.0,3.51,3.0,no,303657076.0
PA,92,408.0,no,yes,28.0,151.1,90.0,25.69,194.8,79.0,16.56,,114.0,,10.0,,2.7,1.0,no,11446606.0
WA,83,415.0,no,no,0.0,221.4,103.0,37.64,231.8,103.0,19.7,122.5,100.0,,9.8,5.0,2.65,3.0,no,40090938.0
HI,148,510.0,yes,no,0.0,218.9,88.0,37.21,208.0,,17.68,203.3,99.0,9.15,11.1,,3.0,0.0,no,33089608.0
SD,144,408.0,no,yes,48.0,189.8,96.0,32.27,123.4,67.0,10.49,214.2,106.0,9.64,6.5,2.0,1.76,2.0,yes,32254872.0
AL,131,415.0,no,yes,,192.7,85.0,32.76,225.9,105.0,19.2,254.2,59.0,11.44,10.9,6.0,,2.0,no,302054564.0
VT,146,510.0,yes,no,0.0,204.4,135.0,34.75,219.1,90.0,18.62,222.7,114.0,10.02,10.5,6.0,2.84,3.0,no,61233318.0
MT,143,415.0,no,no,0.0,172.3,97.0,29.29,174.0,108.0,,188.2,119.0,8.47,13.0,4.0,3.51,2.0,no,7656580.0
MN,81,415.0,no,no,0.0,198.4,93.0,33.73,210.9,,17.93,,71.0,8.7,10.4,,2.81,2.0,no,11766995.0
AK,48,415.0,no,yes,,211.7,115.0,,159.9,84.0,13.59,144.1,80.0,6.48,12.2,1.0,3.29,1.0,no,52748944.0
MI,86,415.0,no,yes,28.0,221.6,74.0,37.67,288.4,100.0,24.51,240.3,,10.81,9.0,2.0,2.43,1.0,no,304362155.0
DE,71,415.0,no,no,0.0,197.9,108.0,33.64,181.5,109.0,15.43,281.4,56.0,12.66,6.7,5.0,1.81,3.0,no,42286120.0
SD,145,408.0,no,yes,24.0,147.5,90.0,25.08,175.7,108.0,14.93,,102.0,11.34,15.6,3.0,4.21,2.0,no,38566725.0
MI,137,510.0,no,no,,206.4,122.0,35.09,128.0,102.0,10.88,194.5,84.0,8.75,8.8,5.0,,2.0,no,68119767.0
KS,137,408.0,no,no,0.0,205.9,88.0,35.0,209.3,86.0,,289.9,84.0,,,4.0,3.92,2.0,no,31764418.0
AL,167,510.0,no,no,0.0,207.6,88.0,35.29,132.4,63.0,11.25,255.2,98.0,11.48,14.1,5.0,3.81,0.0,no,57055865.0
OK,89,510.0,no,no,0.0,303.9,95.0,51.66,260.9,114.0,22.18,312.1,,,5.3,3.0,,1.0,yes,69281616.0
CT,199,415.0,no,yes,34.0,,121.0,39.2,,99.0,18.65,299.3,94.0,13.47,8.0,,2.16,0.0,no,33644022.0
NE,132,510.0,no,no,0.0,99.5,,16.92,129.1,80.0,10.97,125.1,124.0,5.63,9.7,3.0,2.62,0.0,no,25001777.0
WI,94,510.0,no,no,0.0,,,30.11,194.0,112.0,,146.7,108.0,6.6,5.9,4.0,1.59,1.0,no,55053490.0
CT,96,415.0,no,yes,37.0,172.7,93.0,29.36,120.1,,10.21,216.1,86.0,9.72,10.3,5.0,2.78,5.0,yes,35902634.0
WI,96,510.0,no,yes,18.0,172.7,,,133.4,113.0,11.34,259.5,70.0,11.68,9.8,3.0,2.65,1.0,no,33915653.0
IN,166,510.0,no,no,0.0,204.2,115.0,34.71,179.9,152.0,15.29,216.8,109.0,,9.5,5.0,2.57,1.0,no,24833857.0
DC,74,415.0,no,no,,85.7,83.0,14.57,,67.0,21.05,,85.0,6.41,10.1,5.0,2.73,2.0,no,15142946.0
AR,36,415.0,no,no,0.0,157.6,117.0,26.79,184.3,58.0,15.67,240.4,99.0,10.82,11.9,1.0,3.21,0.0,no,33763111.0
ME,113,415.0,no,no,0.0,215.5,129.0,36.64,218.7,117.0,18.59,207.1,91.0,9.32,6.6,9.0,1.78,4.0,no,32909103.0
MN,94,415.0,no,no,0.0,,98.0,30.86,199.9,88.0,16.99,287.7,114.0,12.95,6.6,5.0,1.78,1.0,no,37570629.0
MD,67,415.0,no,no,0.0,,80.0,29.19,110.4,81.0,9.38,195.4,111.0,8.79,11.9,4.0,3.21,2.0,no,28509537.0
FL,127,415.0,no,no,0.0,266.6,,45.32,,168.0,22.51,207.2,119.0,9.32,,2.0,1.59,1.0,yes,34048793.0
RI,121,408.0,no,no,0.0,170.4,108.0,28.97,350.5,68.0,,297.0,87.0,13.37,11.2,,3.02,0.0,yes,56452360.0
IA,158,415.0,no,no,0.0,158.0,106.0,26.86,292.5,114.0,24.86,241.1,89.0,10.85,9.1,4.0,2.46,1.0,no,37678232.0
AZ,136,510.0,no,no,0.0,92.0,117.0,15.64,253.6,77.0,,214.1,90.0,9.63,10.3,,2.78,1.0,no,55089403.0
MO,196,415.0,no,no,0.0,234.0,109.0,39.78,249.5,114.0,21.21,173.1,70.0,7.79,9.1,5.0,2.46,2.0,no,28406494.0
VT,113,415.0,no,no,0.0,272.1,111.0,46.26,268.5,118.0,22.82,213.8,105.0,9.62,8.5,10.0,2.3,1.0,yes,46590469.0
IN,122,408.0,no,no,0.0,296.4,99.0,50.39,214.8,89.0,,133.9,107.0,6.03,11.4,3.0,,4.0,yes,14748297.0
RI,112,510.0,no,no,0.0,194.4,101.0,,190.3,,,183.4,107.0,8.25,11.4,2.0,3.08,0.0,no,59824532.0
SD,209,415.0,no,no,0.0,227.2,128.0,38.62,258.4,,21.96,183.5,74.0,8.26,8.9,4.0,2.4,3.0,no,59282764.0
MN,62,415.0,no,no,0.0,248.7,109.0,,220.0,118.0,,265.7,78.0,11.96,13.2,,3.56,1.0,yes,34035436.0
TX,110,415.0,no,yes,38.0,236.3,102.0,40.17,,112.0,16.65,183.5,,8.26,9.7,6.0,2.62,1.0,no,55047799.0
VA,16,510.0,no,no,,205.6,69.0,,169.5,93.0,14.41,220.1,64.0,9.9,10.9,3.0,2.94,0.0,no,1546175.0
MA,73,408.0,no,no,0.0,94.1,136.0,16.0,280.3,122.0,,205.0,77.0,9.23,9.8,4.0,2.65,0.0,no,10419141.0
ID,128,408.0,no,no,0.0,125.2,99.0,21.28,205.4,107.0,17.46,254.4,111.0,11.45,18.9,2.0,5.1,0.0,no,59267484.0
MA,39,408.0,no,no,0.0,60.4,158.0,,306.2,120.0,,123.9,46.0,5.58,12.4,3.0,3.35,1.0,no,40127672.0
GA,103,415.0,no,yes,28.0,121.0,105.0,20.57,270.4,100.0,22.98,160.5,76.0,7.22,7.7,,2.08,2.0,no,25010703.0
RI,119,415.0,no,yes,29.0,,66.0,20.03,256.8,114.0,21.83,147.6,76.0,6.64,7.6,3.0,2.05,3.0,no,28878148.0
ID,173,510.0,no,yes,,,96.0,39.51,211.9,118.0,18.01,273.0,102.0,12.29,5.0,5.0,1.35,3.0,no,54651179.0
SD,128,510.0,yes,yes,32.0,223.5,81.0,38.0,188.8,74.0,,,101.0,6.97,9.4,2.0,2.54,2.0,yes,13615.0
MA,86,510.0,no,no,0.0,176.3,79.0,29.97,259.2,97.0,22.03,287.4,78.0,12.93,6.2,3.0,1.67,0.0,no,29352234.0
WY,114,415.0,no,yes,32.0,125.2,79.0,21.28,177.8,105.0,15.11,232.4,89.0,,12.9,3.0,3.48,1.0,no,57046708.0
VA,104,408.0,no,no,0.0,138.7,,23.58,256.9,113.0,21.84,234.9,74.0,10.57,,3.0,2.7,0.0,no,25229626.0
OR,148,415.0,no,no,0.0,86.3,134.0,14.67,246.6,92.0,20.96,251.6,91.0,11.32,11.3,4.0,3.05,1.0,no,31799513.0
VA,129,408.0,no,no,0.0,,91.0,35.19,154.9,121.0,13.17,245.1,112.0,11.03,13.4,5.0,3.62,3.0,no,51330074.0
ME,100,510.0,no,yes,30.0,58.8,104.0,,,107.0,18.66,,118.0,6.85,7.1,3.0,1.92,0.0,no,45252848.0
AL,121,408.0,no,yes,35.0,68.7,95.0,11.68,,69.0,17.78,197.4,42.0,8.88,11.4,4.0,3.08,1.0,no,29481454.0
GA,143,408.0,no,yes,33.0,239.2,109.0,40.66,235.5,112.0,20.02,156.3,,7.03,9.5,4.0,2.57,1.0,no,5153440.0
IA,76,510.0,no,no,,198.3,130.0,33.71,217.1,86.0,18.45,188.4,96.0,8.48,12.5,,3.38,0.0,no,34908988.0
AZ,158,510.0,no,no,,205.2,97.0,34.88,240.6,77.0,20.45,79.7,108.0,3.59,,12.0,3.89,0.0,no,22807424.0
FL,116,510.0,no,no,0.0,192.1,98.0,32.66,312.9,135.0,,130.2,94.0,5.86,7.9,2.0,2.13,3.0,no,69456960.0
MT,54,415.0,no,no,0.0,272.6,83.0,46.34,248.7,74.0,21.14,197.4,111.0,8.88,9.5,,2.57,1.0,yes,28474385.0
AL,86,415.0,no,no,,128.3,121.0,21.81,197.1,93.0,16.75,138.4,152.0,6.23,12.2,5.0,3.29,7.0,yes,31527435.0
DE,108,510.0,no,no,0.0,,99.0,,264.1,87.0,22.45,206.3,78.0,9.28,9.3,4.0,,0.0,no,33237728.0
MT,66,510.0,no,no,0.0,201.3,95.0,34.22,152.8,66.0,12.99,233.2,101.0,10.49,7.5,4.0,2.03,1.0,no,15709488.0
KY,151,408.0,no,yes,17.0,,97.0,36.5,138.5,90.0,11.77,169.1,,7.61,8.6,4.0,2.32,1.0,no,25661216.0
SC,99,510.0,no,no,0.0,169.2,70.0,28.76,,77.0,23.08,170.2,104.0,7.66,10.6,2.0,2.86,0.0,no,17074659.0
WA,55,415.0,no,no,0.0,194.1,121.0,33.0,176.6,,,302.8,136.0,13.63,7.0,7.0,1.89,2.0,no,7615222.0
OR,77,510.0,no,no,0.0,233.8,,39.75,266.5,94.0,22.65,212.7,104.0,9.57,7.6,3.0,2.05,2.0,no,58894221.0
AK,78,408.0,no,no,0.0,225.1,67.0,38.27,199.2,127.0,16.93,175.5,102.0,7.9,14.6,2.0,3.94,0.0,no,54952767.0
GA,89,415.0,no,no,0.0,213.0,,,176.6,71.0,15.01,262.6,126.0,11.82,9.1,1.0,2.46,1.0,yes,25729740.0
MN,101,415.0,no,no,0.0,183.9,115.0,31.26,255.9,,21.75,275.0,145.0,12.38,10.8,11.0,2.92,1.0,no,7390743.0
IL,44,415.0,no,yes,34.0,,105.0,37.71,161.7,85.0,13.74,,62.0,10.25,14.0,7.0,3.78,0.0,no,33725409.0
IN,98,408.0,no,yes,21.0,64.6,98.0,10.98,176.1,86.0,14.97,244.8,84.0,11.02,0.0,,0.0,2.0,no,36332260.0
SC,64,510.0,no,yes,37.0,154.6,,26.28,,103.0,7.09,165.9,99.0,,13.3,3.0,3.59,1.0,no,25684986.0
VA,141,415.0,no,no,0.0,,131.0,44.23,179.2,120.0,,135.0,119.0,6.08,7.2,8.0,1.94,3.0,no,34372334.0
WI,81,415.0,no,yes,33.0,161.6,117.0,,123.0,90.0,,,101.0,11.76,12.2,5.0,3.29,1.0,no,43118785.0
VT,162,510.0,no,no,0.0,220.6,117.0,37.5,155.2,,13.19,186.7,89.0,8.4,10.5,11.0,2.84,1.0,no,3981404.0
AZ,83,415.0,no,yes,41.0,155.9,122.0,26.5,162.3,107.0,,127.6,105.0,5.74,13.1,5.0,3.54,3.0,no,52340965.0
FL,100,510.0,no,no,,107.0,63.0,18.19,105.7,67.0,8.98,243.1,74.0,10.94,,3.0,3.46,4.0,yes,25059940.0
AK,59,510.0,no,no,0.0,182.5,,,,95.0,,229.9,100.0,10.35,11.3,8.0,3.05,4.0,no,25613233.0
AR,179,415.0,yes,yes,38.0,220.1,78.0,37.42,,71.0,19.92,237.3,85.0,,10.1,4.0,2.73,4.0,no,37540960.0
AR,79,408.0,no,no,0.0,,112.0,25.87,177.2,132.0,15.06,96.4,87.0,4.34,5.3,3.0,1.43,1.0,no,31404072.0
AK,117,415.0,no,no,0.0,181.5,95.0,30.86,,88.0,17.43,204.0,82.0,9.18,14.7,9.0,3.97,2.0,no,25341199.0
MS,64,408.0,yes,no,0.0,236.2,77.0,40.15,218.6,85.0,18.58,194.1,97.0,8.73,13.2,2.0,3.56,2.0,yes,308781533.0
ME,31,415.0,no,no,0.0,166.1,105.0,28.24,79.3,93.0,,213.7,98.0,9.62,12.7,2.0,3.43,1.0,no,26058826.0
CA,124,408.0,yes,no,0.0,244.6,89.0,41.58,188.8,,16.05,206.0,114.0,9.27,11.3,4.0,3.05,1.0,no,24154056.0
NM,122,408.0,no,yes,23.0,134.2,85.0,22.81,227.3,132.0,19.32,122.4,96.0,5.51,8.5,2.0,2.3,2.0,no,53238077.0
NE,37,408.0,yes,yes,39.0,149.7,122.0,,211.1,75.0,17.94,114.3,90.0,5.14,9.2,4.0,,1.0,no,27143106.0
SC,90,408.0,no,yes,29.0,150.1,109.0,,264.7,103.0,,178.4,97.0,8.03,5.8,4.0,,1.0,no,6989388.0
CO,159,408.0,yes,no,0.0,257.1,53.0,43.71,312.2,127.0,26.54,183.0,82.0,8.24,8.8,6.0,2.38,1.0,yes,58428335.0
DE,148,415.0,no,no,0.0,124.4,83.0,21.15,179.7,81.0,,,99.0,11.39,11.3,6.0,3.05,0.0,no,32420663.0
OH,39,415.0,no,yes,36.0,141.7,121.0,24.09,232.3,113.0,19.75,222.1,,9.99,12.0,,3.24,1.0,no,29088614.0
MS,77,408.0,no,no,0.0,,87.0,39.1,,138.0,,309.6,136.0,13.93,11.3,3.0,3.05,2.0,no,3663952.0
OK,194,408.0,no,no,0.0,162.3,,27.59,213.7,118.0,,192.1,81.0,8.64,10.9,2.0,2.94,0.0,no,320867518.0
CO,154,415.0,no,no,0.0,350.8,75.0,59.64,216.5,94.0,,253.9,100.0,11.43,10.1,9.0,2.73,1.0,yes,53541983.0
NC,112,415.0,no,no,0.0,193.3,96.0,32.86,264.1,123.0,22.45,128.6,115.0,5.79,9.1,,2.46,4.0,no,9663410.0
MD,45,415.0,no,no,0.0,78.2,127.0,13.29,253.4,108.0,21.54,255.0,100.0,11.48,18.0,3.0,4.86,1.0,no,31809346.0
KS,132,415.0,no,no,0.0,83.4,,14.18,232.2,,19.74,146.7,114.0,6.6,,5.0,2.05,1.0,no,92890.0
MA,128,415.0,no,no,0.0,195.6,99.0,33.25,267.8,120.0,22.76,164.9,76.0,7.42,16.0,2.0,4.32,0.0,no,31903453.0
NC,135,415.0,no,no,0.0,201.8,81.0,34.31,225.0,114.0,19.13,204.4,82.0,9.2,10.3,6.0,2.78,1.0,no,25639048.0
NM,56,408.0,no,no,,197.0,110.0,,,102.0,18.94,225.3,91.0,10.14,10.6,6.0,2.86,2.0,no,22150197.0
CA,151,415.0,yes,no,,,57.0,37.06,114.4,88.0,9.72,269.2,95.0,12.11,12.4,,3.35,0.0,yes,63162432.0
NY,32,415.0,no,no,0.0,164.8,98.0,28.02,229.9,96.0,19.54,167.3,108.0,7.53,14.8,2.0,4.0,2.0,no,57726887.0
AZ,90,415.0,no,no,0.0,179.2,77.0,30.46,210.7,99.0,17.91,276.9,58.0,12.46,9.2,6.0,2.48,2.0,no,23674955.0
SD,87,415.0,no,yes,21.0,214.0,113.0,36.38,180.0,114.0,15.3,134.5,,6.05,10.6,5.0,2.86,0.0,no,22824916.0
DC,138,415.0,no,no,0.0,170.5,87.0,28.99,,116.0,10.05,187.9,111.0,8.46,,7.0,3.02,2.0,no,25109836.0
ND,79,408.0,no,no,0.0,205.7,123.0,34.97,214.5,,18.23,226.1,106.0,10.17,,18.0,1.81,1.0,no,24541062.0
MO,95,415.0,yes,no,0.0,165.5,84.0,28.14,286.2,112.0,24.33,198.9,89.0,8.95,11.5,2.0,3.11,1.0,yes,24554313.0
KS,127,415.0,no,no,0.0,221.0,100.0,37.57,160.7,113.0,13.66,233.1,96.0,10.49,6.8,4.0,1.84,2.0,no,29406576.0
SD,137,510.0,no,no,0.0,242.1,118.0,41.16,191.0,93.0,16.24,218.6,50.0,9.84,14.7,2.0,3.97,3.0,no,25629338.0
OK,97,415.0,no,no,0.0,,107.0,25.77,155.4,96.0,13.21,240.0,112.0,10.8,14.7,4.0,3.97,1.0,no,29744240.0
OR,149,415.0,yes,no,0.0,176.2,87.0,29.95,145.0,81.0,12.33,249.5,92.0,11.23,5.7,4.0,1.54,0.0,no,25115791.0
IN,117,415.0,yes,yes,22.0,196.0,82.0,33.32,322.7,82.0,,225.6,120.0,10.15,3.7,5.0,1.0,1.0,no,55706410.0
OH,84,408.0,no,no,0.0,159.5,125.0,27.12,247.1,90.0,21.0,187.9,82.0,,7.2,4.0,1.94,2.0,no,50197425.0
KS,137,415.0,no,no,0.0,230.2,113.0,,220.4,79.0,,204.7,111.0,9.21,10.7,7.0,2.89,4.0,no,17069014.0
CT,99,415.0,no,no,0.0,146.7,64.0,24.94,274.0,99.0,23.29,321.3,98.0,14.46,,1.0,2.4,3.0,no,28547511.0
NH,54,510.0,no,no,0.0,210.5,,35.79,204.5,83.0,17.38,127.8,53.0,5.75,,5.0,2.3,1.0,no,34178574.0
WI,85,415.0,no,no,0.0,102.0,95.0,17.34,270.2,,22.97,148.2,105.0,6.67,10.7,3.0,2.89,1.0,no,34025916.0
MS,150,510.0,no,no,0.0,126.0,99.0,21.42,238.5,73.0,20.27,,100.0,12.83,10.2,6.0,2.75,3.0,no,32227241.0
WV,43,415.0,no,no,0.0,,,28.63,243.8,89.0,,214.7,102.0,9.66,11.1,2.0,3.0,1.0,no,25434457.0
MA,35,415.0,no,no,0.0,105.6,129.0,,258.2,129.0,21.95,213.1,77.0,9.59,,3.0,2.35,0.0,no,57049447.0
MD,98,415.0,no,no,0.0,206.5,92.0,35.11,176.2,152.0,14.98,232.8,115.0,10.48,12.4,5.0,3.35,5.0,no,32353591.0
PA,112,510.0,no,no,0.0,217.1,,,205.2,100.0,17.44,185.7,,8.36,9.4,3.0,2.54,2.0,no,29373164.0
WI,16,510.0,no,no,0.0,229.6,78.0,39.03,205.7,108.0,17.48,166.2,91.0,7.48,10.8,2.0,2.92,0.0,yes,22017651.0
TN,98,415.0,no,yes,22.0,278.3,89.0,47.31,93.4,,7.94,107.6,42.0,4.84,9.7,,2.62,0.0,no,25737982.0
TX,84,408.0,no,no,0.0,138.6,102.0,23.56,199.0,93.0,16.92,204.1,137.0,9.18,7.8,4.0,2.11,0.0,no,24851511.0
OR,94,415.0,no,no,0.0,234.4,103.0,39.85,279.3,109.0,23.74,234.2,121.0,10.54,,2.0,0.54,1.0,yes,55041297.0
IL,84,510.0,no,no,0.0,181.5,129.0,30.86,130.7,,11.11,186.5,118.0,8.39,8.5,4.0,2.3,1.0,no,1472703.0
DC,66,415.0,no,no,0.0,167.3,91.0,28.44,230.0,68.0,,191.7,118.0,8.63,10.6,5.0,2.86,1.0,yes,11247749.0
GA,98,415.0,no,yes,31.0,121.0,105.0,20.57,218.9,98.0,18.61,226.7,110.0,,12.0,1.0,,1.0,no,14454193.0
ID,74,415.0,no,no,0.0,221.1,,37.59,110.8,94.0,9.42,240.1,112.0,10.8,10.6,3.0,2.86,0.0,no,3375987.0
UT,96,408.0,no,yes,26.0,145.8,,24.79,,89.0,16.34,165.1,96.0,7.43,9.9,2.0,2.67,1.0,no,17458118.0
KY,119,510.0,no,no,0.0,222.8,,37.88,,107.0,,160.6,112.0,7.23,11.2,,3.02,1.0,no,9954751.0
OH,73,415.0,no,no,0.0,183.4,,31.18,242.0,115.0,,,100.0,9.06,7.5,,,4.0,no,5393723.0
WI,92,415.0,yes,no,0.0,264.3,,44.93,,115.0,13.68,198.6,73.0,8.94,9.3,5.0,2.51,0.0,no,56091549.0
IL,21,415.0,no,no,0.0,146.0,78.0,24.82,109.7,79.0,9.32,247.4,108.0,,6.8,7.0,1.84,0.0,no,23731052.0
