movie_display_name,movie_production_year,movie_odid,movie_financial_summary_production_budget,movie_financial_summary_domestic_box_office,movie_financial_summary_international_box_office,production_date_year,movie_creative_type_display_name,movie_source_display_name,movie_production_method_display_name,movie_genre_display_name,movie_sequel,movie_running_time,Description
"Hannah Montana the Movie",2009,5960100,30000000,79559647,89597017,2009-01-01,"Contemporary Fiction","Based on TV","Live Action",Drama,0,102,NULL
"27 Dresses",2008,129930100,30000000,76806312,83439151,2008-01-01,"Contemporary Fiction","Original Screenplay","Live Action","Romantic Comedy",0,111,NULL
"American Pie 2",2001,129810100,30000000,145096820,141403180,2001-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Comedy,1,110,NULL
"Secondhand Lions",2003,13230100,30000000,42023715,5831627,2003-01-01,"Historical Fiction","Original Screenplay","Live Action",Drama,0,109,NULL
"Deliver Us from Evil",2014,191600100,30000000,30577122,57379496,2014-01-01,Fantasy,"Based on Factual Book/Article","Live Action",Horror,0,118,NULL
"Winnie the Pooh",2010,150800100,30000000,26692846,23452761,2010-01-01,"Kids Fiction","Based on Fiction Book/Short Story","Hand Animation",Adventure,0,69,NULL
"The Nut Job",2013,190810100,30000000,64251538,58278428,2013-01-01,"Kids Fiction","Based on Short Film","Digital Animation",Adventure,0,86,NULL
"Mystic River",2003,4940100,30000000,90135191,66686829,2003-01-01,"Contemporary Fiction","Based on Fiction Book/Short Story","Live Action",Drama,0,137,NULL
"The New World",2005,33360100,30000000,12712093,13472307,2005-01-01,"Historical Fiction","Original Screenplay","Live Action",Adventure,0,150,NULL
Blow,2001,10140100,30000000,52990775,30291521,2001-01-01,Dramatization,"Based on Fiction Book/Short Story","Live Action",Drama,0,124,NULL
Chicago,2002,1450100,30000000,170687518,137000000,2002-01-01,"Historical Fiction","Based on Musical or Opera","Live Action",Musical,0,113,NULL
"13 Going On 30",2004,130020100,30000000,57139723,39300000,2004-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Comedy,0,98,NULL
"Fright Night",2010,143670100,30000000,18298649,22222000,2010-01-01,"Contemporary Fiction",Remake,"Live Action",Horror,0,101,NULL
"Wallace & Gromit: The Curse of the Were-Rabbit",2005,9550100,30000000,56068547,141524605,2005-01-01,"Kids Fiction","Original Screenplay","Stop-Motion Animation",Adventure,0,85,NULL
"The Cave",2005,30290100,30000000,14888028,12140000,2005-01-01,"Science Fiction","Original Screenplay","Live Action",Horror,0,97,NULL
"The Family",2013,179510100,30000000,36918811,14159730,2013-01-01,"Contemporary Fiction","Based on Fiction Book/Short Story","Live Action","Black Comedy",0,111,NULL
"Warm Bodies",2012,169340100,30000000,66380662,48740946,2012-01-01,Fantasy,"Based on Fiction Book/Short Story","Live Action","Romantic Comedy",0,97,NULL
Hanna,2010,145090100,30000000,40259119,25084575,2010-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Drama,0,111,NULL
"Stranger Than Fiction",2006,13800100,30000000,40435190,13137632,2006-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Comedy,0,105,NULL
"The Age of Adaline",2015,140860100,30000000,42629776,26427639,2015-01-01,Fantasy,"Original Screenplay","Live Action",Drama,0,112,NULL
"Up in the Air",2009,109830100,30000000,83823381,83019358,2009-01-01,"Contemporary Fiction","Based on Fiction Book/Short Story","Live Action",Drama,0,109,NULL
"Dead Man Down",2012,177620100,30000000,10895295,8704679,2012-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Thriller/Suspense,0,118,NULL
"P.S. I Love You",2007,9970100,30000000,53695808,102073870,2007-01-01,"Contemporary Fiction","Based on Fiction Book/Short Story","Live Action","Romantic Comedy",0,126,NULL
"The Three Stooges",2011,140660100,30000000,44338224,9714025,2011-01-01,"Contemporary Fiction",Remake,"Live Action",Comedy,0,92,NULL
"Miss Potter",2006,52070100,30000000,2975649,32885652,2006-01-01,Dramatization,"Based on Real Life Events","Live Action",Drama,0,92,NULL
Carrie,2013,175640100,30000000,35266619,47142901,2013-01-01,Fantasy,Remake,"Live Action",Horror,0,99,NULL
"Side Effects",2012,183810100,30000000,32172757,34569381,2012-01-01,"Science Fiction","Original Screenplay","Live Action",Thriller/Suspense,0,105,NULL
"The Vow",2011,149290100,30000000,125014030,72604130,2011-01-01,"Historical Fiction","Based on Real Life Events","Live Action",Drama,0,104,NULL
"Runner Runner",2013,179020100,30000000,19316646,41196034,2013-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Thriller/Suspense,0,91,NULL
"Le Petit Nicolas",2009,135330100,30000000,201857,52137709,2009-01-01,"Kids Fiction",,"Live Action",Comedy,0,91,NULL
"Larry Crowne",2010,145710100,30000000,35608245,25840890,2010-01-01,"Contemporary Fiction","Original Screenplay","Live Action","Romantic Comedy",0,98,NULL
"The Princess Diaries",2001,3700100,30000000,108244774,57090000,2001-01-01,"Contemporary Fiction","Based on Fiction Book/Short Story","Live Action",Comedy,0,115,NULL
"United Passions",2014,231820100,30000000,918,167914,2014-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Drama,0,110,NULL
Sanctum,2010,139020100,30000000,23209310,81074443,2010-01-01,Dramatization,"Based on Real Life Events","Live Action",Adventure,0,109,NULL
"Hoodwinked Too: Hood vs. Evil",2010,124050100,30000000,10143779,13209332,2010-01-01,"Kids Fiction","Based on Folk Tale/Legend/Fairytale","Digital Animation",Adventure,1,86,NULL
"The Last Stand",2012,164540100,30000000,12050299,36280458,2012-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Action,0,107,NULL
"Xinhai geming",2011,167430100,30000000,135739,8457415,2011-01-01,"Historical Fiction","Based on Real Life Events","Live Action",Drama,0,118,NULL
"Forgetting Sarah Marshall",2008,8240100,30000000,62932375,42000579,2008-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Comedy,0,112,NULL
"The Grand Budapest Hotel",2013,198820100,31000000,59076019,105274390,2013-01-01,"Historical Fiction","Original Screenplay","Live Action",Comedy,0,100,NULL
Flight,2012,176370100,31000000,93772375,66786063,2012-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Drama,0,138,NULL
Vacation,2015,213710100,31000000,58884188,41771605,2015-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Comedy,1,98,NULL
Criminal,2015,220210100,31500000,13900304,3500000,2015-01-01,"Science Fiction","Original Screenplay","Live Action",Action,0,113,NULL
Elf,2003,1360100,32000000,173398518,46837892,2003-01-01,"Kids Fiction","Original Screenplay","Live Action",Comedy,0,97,NULL
"The Incredible Burt Wonderstone",2012,182960100,32000000,22537881,4854728,2012-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Comedy,0,100,NULL
"Source Code",2010,146170100,32000000,54712227,85716272,2010-01-01,"Science Fiction","Original Screenplay","Live Action",Thriller/Suspense,0,93,NULL
"The Number 23",2007,16120100,32000000,35193167,42400000,2007-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Thriller/Suspense,0,95,NULL
"This is the End",2013,175870100,32000000,101470202,25068915,2013-01-01,"Science Fiction","Based on Short Film","Live Action",Comedy,0,106,NULL
"Nacho Libre",2006,5860100,32000000,80197993,19098469,2006-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Comedy,0,90,NULL
Takers,2009,122480100,32000000,57744720,12842548,2009-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Drama,0,107,NULL
"Going the Distance",2010,111060100,32000000,17804299,25799691,2010-01-01,"Contemporary Fiction","Original Screenplay","Live Action","Romantic Comedy",0,109,NULL
""Big Mommas: Like Father",0,2010,140350100,32000000,37915414,44417036,2010-01-01,"Contemporary Fiction","Original Screenplay","Live Action",0,1,NULL
"The Big Wedding",2011,165270100,32500000,21819348,26606623,2011-01-01,"Contemporary Fiction",Remake,"Live Action","Romantic Comedy",0,90,NULL
Wanderlust,2010,150150100,32500000,17288155,6871779,2010-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Comedy,0,98,NULL
Bridesmaids,2011,139610100,32500000,169106725,120420305,2011-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Comedy,0,120,NULL
"The Reader",2008,16620100,32500000,34194407,78824883,2008-01-01,"Contemporary Fiction","Based on Fiction Book/Short Story","Live Action",Drama,0,122,NULL
Safe,2011,148530100,33000000,17142080,24353133,2011-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Action,0,95,NULL
"Snakes on a Plane",2006,16690100,33000000,34020814,28000000,2006-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Thriller/Suspense,0,106,NULL
"The Young and Prodigious T.S. Spivet",2013,228150100,33000000,176847,180840,2013-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Adventure,0,105,NULL
"Goal! The Dream Begins",2006,48380100,33000000,4283255,23327618,2006-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Drama,0,121,NULL
"The Punisher",2004,16810100,33000000,33571379,20869404,2004-01-01,"Super Hero","Based on Comic/Graphic Novel","Live Action",Action,0,124,NULL
"Step Up Revolution",2011,167390100,33000000,35074677,130477613,2011-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Drama,1,97,NULL
"The Longest Ride",2015,187850100,34000000,37446117,23700000,2015-01-01,"Contemporary Fiction","Based on Fiction Book/Short Story","Live Action",Drama,0,128,NULL
"Thunder and the House of Magic",2014,214950100,34000000,4091,10388575,2014-01-01,"Kids Fiction","Original Screenplay","Digital Animation",Adventure,0,85,NULL
"The Maze Runner",2014,187380100,34000000,102427862,243100000,2014-01-01,"Science Fiction","Based on Fiction Book/Short Story","Live Action",Thriller/Suspense,0,113,NULL
"Gake no ue no Ponyo",2009,30720100,34000000,15090399,190222267,2009-01-01,"Kids Fiction","Original Screenplay","Hand Animation",Adventure,0,101,NULL
"The Darkest Hour",2010,143010100,34800000,21443494,41388221,2010-01-01,"Science Fiction","Original Screenplay","Live Action",Action,0,89,NULL
"What Happens in Vegas...",2008,5810100,35000000,80277646,138258062,2008-01-01,"Contemporary Fiction","Original Screenplay","Live Action","Romantic Comedy",0,98,NULL
"The Tree of Life",2010,151150100,35000000,13305665,48416161,2010-01-01,"Historical Fiction","Original Screenplay","Live Action",Drama,0,138,NULL
"Hot Pursuit",2015,207580100,35000000,34580201,11100000,2015-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Comedy,0,87,NULL
"Walk Hard: The Dewey Cox Story",2007,26770100,35000000,18317151,2288902,2007-01-01,"Historical Fiction","Original Screenplay","Live Action",Comedy,0,96,NULL
"Broken City",2012,169370100,35000000,19701164,14778881,2012-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Thriller/Suspense,0,108,NULL
"Sky High",2005,8010100,35000000,63939454,19169905,2005-01-01,"Super Hero","Original Screenplay","Live Action",Adventure,0,100,NULL
"Horrible Bosses",2010,143800100,35000000,117538559,94879042,2010-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Comedy,0,98,NULL
"The Back-up Plan",2009,112340100,35000000,37490007,37791172,2009-01-01,"Contemporary Fiction","Original Screenplay","Live Action","Romantic Comedy",0,104,NULL
"From Hell",2001,18010100,35000000,31598308,37114057,2001-01-01,"Historical Fiction","Based on Comic/Graphic Novel","Live Action",Thriller/Suspense,0,121,NULL
"This is 40",2011,160750100,35000000,67544505,22676677,2011-01-01,"Contemporary Fiction",Spin-Off,"Live Action",Comedy,0,134,NULL
"Must Love Dogs",2005,12640100,35000000,43894863,15000000,2005-01-01,"Contemporary Fiction","Based on Fiction Book/Short Story","Live Action","Romantic Comedy",0,98,NULL
Sabotage,2014,198490100,35000000,10508518,7867925,2014-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Action,0,110,NULL
"Alex Cross",2012,173010100,35000000,25888412,7471912,2012-01-01,"Contemporary Fiction","Based on Fiction Book/Short Story","Live Action",Thriller/Suspense,0,102,NULL
"In Time",2011,152720100,35000000,37553932,127550020,2011-01-01,"Science Fiction","Original Screenplay","Live Action",Thriller/Suspense,0,109,NULL
Biutiful,2010,141400100,35000000,5101237,19586287,2010-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Drama,0,138,NULL
"The Young Victoria",2008,106860100,35000000,11001272,20877619,2008-01-01,Dramatization,"Based on Real Life Events","Live Action",Drama,0,100,NULL
"J. Edgar",2011,145490100,35000000,37306030,47300000,2011-01-01,Dramatization,"Based on Real Life Events","Live Action",Drama,0,137,NULL
"The Walk",2015,207440100,35000000,10137502,51035862,2015-01-01,Dramatization,"Based on Real Life Events","Live Action",Drama,0,124,NULL
Poltergeist,2014,129290100,35000000,47425125,48400000,2014-01-01,Fantasy,Remake,"Live Action",Horror,0,93,NULL
"Jersey Girl",2004,21370100,35000000,25266129,11800000,2004-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Comedy,0,102,NULL
"Lions for Lambs",2007,30380100,35000000,14998070,48213018,2007-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Drama,0,88,NULL
"True Grit",2010,134750100,35000000,171050328,81033923,2010-01-01,"Historical Fiction","Based on Fiction Book/Short Story","Live Action",Western,0,110,NULL
"Friends with Benefits",2011,143660100,35000000,55802754,90793137,2011-01-01,"Contemporary Fiction","Original Screenplay","Live Action","Romantic Comedy",0,109,NULL
Abduction,2010,140790100,35000000,28087155,58561204,2010-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Thriller/Suspense,0,106,NULL
"The Fountain",2006,36990100,35000000,10144010,5317628,2006-01-01,"Science Fiction","Original Screenplay","Live Action",Drama,0,96,NULL
"Saving Mr. Banks",2013,183100100,35000000,83299761,31662764,2013-01-01,Dramatization,"Based on Real Life Events","Live Action",Drama,0,125,NULL
"Resident Evil",2002,14190100,35000000,39532308,63667692,2002-01-01,"Science Fiction","Based on Game","Live Action",Horror,0,101,NULL
"Unfinished Business",2014,199820100,35000000,10219501,2600000,2014-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Comedy,0,91,NULL
"A Good Year",2006,41460100,35000000,7459300,34604805,2006-01-01,"Contemporary Fiction","Based on Fiction Book/Short Story","Live Action",Drama,0,118,NULL
"License to Wed",2007,12680100,35000000,43799818,26387270,2007-01-01,"Contemporary Fiction","Original Screenplay","Live Action","Romantic Comedy",0,91,NULL
"Premium Rush",2011,143650100,35000000,20275446,11117755,2011-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Thriller/Suspense,0,91,NULL
"Mandela: Long Walk to Freedom",2013,188440100,35000000,8323085,19156930,2013-01-01,Dramatization,"Based on Real Life Events","Live Action",Drama,0,146,NULL
"Spy Kids",2001,3440100,35000000,112692062,85000000,2001-01-01,"Kids Fiction","Original Screenplay","Live Action",Adventure,0,89,NULL
Parker,2011,165300100,35000000,17616641,30926747,2011-01-01,"Contemporary Fiction","Based on Fiction Book/Short Story","Live Action",Thriller/Suspense,0,108,NULL
Closer,2004,16700100,35000000,33987757,81488752,2004-01-01,"Contemporary Fiction","Based on Play","Live Action",Drama,0,104,NULL
"Something Borrowed",2010,143810100,35000000,39046489,26037627,2010-01-01,"Contemporary Fiction","Based on Fiction Book/Short Story","Live Action","Romantic Comedy",0,103,NULL
"Identity Thief",2013,173860100,35000000,134506920,40854658,2013-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Comedy,0,147,NULL
"The Blind Side",2009,112310100,35000000,255959475,49746319,2009-01-01,Dramatization,"Based on Factual Book/Article","Live Action",Drama,0,128,NULL
"A Nightmare on Elm Street",2010,110860100,35000000,63075011,54654610,2010-01-01,Fantasy,Remake,"Live Action",Horror,0,94,NULL
Radio,2003,10320100,35000000,52333738,959890,2003-01-01,Dramatization,"Based on Real Life Events","Live Action",Drama,0,111,NULL
"The Devil Wears Prada",2006,2860100,35000000,124740460,201332695,2006-01-01,"Contemporary Fiction","Based on Fiction Book/Short Story","Live Action",Comedy,0,109,NULL
Wimbledon,2004,28300100,35000000,16862585,24803891,2004-01-01,"Contemporary Fiction","Original Screenplay","Live Action","Romantic Comedy",0,98,NULL
Secretariat,2010,110150100,35000000,59699513,676734,2010-01-01,Dramatization,"Based on Real Life Events","Live Action",Drama,0,123,NULL
Trainwreck,2015,217380100,35000000,110038130,30523701,2015-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Comedy,0,122,NULL
TMNT,2007,9870100,35000000,54149098,41946920,2007-01-01,"Science Fiction","Based on Comic/Graphic Novel","Digital Animation",Action,0,86,NULL
"The Hangover",2009,410100,35000000,277322503,188441583,2009-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Comedy,0,100,NULL
21,2008,129900100,35000000,81159365,76693167,2008-01-01,"Contemporary Fiction","Based on Fiction Book/Short Story","Live Action",Thriller/Suspense,0,122,NULL
Concussion,2015,222880100,35000000,34531832,14128573,2015-01-01,"Contemporary Fiction","Based on Factual Book/Article","Live Action",Drama,0,121,NULL
"Nanny McPhee and the Big Bang",2010,104430100,35000000,29011215,68602223,2010-01-01,"Kids Fiction","Based on Fiction Book/Short Story","Live Action",Adventure,1,109,NULL
"The Ladykillers",2004,14140100,35000000,39692139,37700000,2004-01-01,"Contemporary Fiction",Remake,"Live Action",Comedy,0,104,NULL
"John Q",2002,6920100,36000000,71026631,31200000,2002-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Drama,0,118,NULL
"Yip Man 3",2016,227490100,36000000,2679437,154129785,2016-01-01,"Historical Fiction","Based on Real Life Events","Live Action",Action,1,105,NULL
"A Man Apart",2003,20530100,36000000,26500000,17297731,2003-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Action,0,109,NULL
"Gnomeo and Juliet",2010,118260100,36000000,99967670,93770307,2010-01-01,Fantasy,"Based on Play","Digital Animation",Comedy,0,84,NULL
"Dolphin Tale 2",2014,193640100,36000000,42024533,15800000,2014-01-01,"Kids Fiction","Original Screenplay","Live Action",Drama,1,107,NULL
"There Be Dragons",2011,148870100,36000000,1069334,2951656,2011-01-01,Dramatization,"Based on Real Life Events","Live Action",Drama,0,120,NULL
"The Town",2010,126690100,37000000,92186262,60380619,2010-01-01,"Contemporary Fiction","Based on Fiction Book/Short Story","Live Action",Drama,0,123,NULL
